1,0
32.37368202,-86.2963684
34.00711441,-86.00257915
33.19846806,-87.53823782
32.36925265,-86.28643804
31.23231805,-85.45328445
30.69236573,-88.10275912
33.58740004,-86.68087793
34.74660131,-86.60064109
32.42779893,-87.05235169
32.82556267,-85.17060724
32.64736738,-85.41287476
33.51815482,-86.78544866
34.7864916,-86.94289163
34.63344202,-86.06111696
31.78452398,-85.94995425
31.22143549,-85.36765294
34.7146301,-86.5775171
32.51326691,-85.0098231
30.68283405,-88.06481218
30.67055419,-88.19491632
33.4978209,-86.84335386
31.36057861,-85.86937323
33.33708955,-86.78463335
34.79964891,-87.66937095
33.65843159,-85.82241199
31.55718104,-87.87544703
31.89134121,-85.1452182
33.85030513,-87.2818871
33.37485818,-86.9901955
32.46193067,-86.42167329
33.50677604,-86.76058357
30.82059843,-88.16414788
31.29276007,-86.50221659
31.51828029,-87.32263356
32.83674721,-85.7677764
33.96577735,-86.02721001
32.52127203,-87.83516356
31.45059555,-85.63095477
33.17879745,-87.5481221
32.42742016,-85.68333492
30.51674561,-87.88460469
33.72183217,-87.81608783
31.12539899,-87.07152912
32.84001126,-87.88498091
34.74729848,-87.70145574
30.68879121,-88.07342466
32.55140092,-86.18840879
33.6049842,-86.30068316
32.3779132,-86.1755505
34.58276873,-86.98030988
30.7020209,-88.17984105
34.12668982,-87.98987353
34.36339616,-86.42270458
33.5883138,-86.31659325
34.1961148,-86.83201121
30.42880697,-87.68455624
33.16585337,-86.25503138
34.74660131,-86.60064109
33.23140142,-87.56944738
31.65897204,-86.73739944
31.85185614,-86.64576317
33.5773746,-86.71651449
32.88901733,-85.41233506
33.84427242,-87.23502835
32.37085893,-86.30474319
33.50308297,-86.79453555
30.6224349,-88.08296753
31.88144379,-87.74500327
32.00603765,-87.29633
33.39822949,-86.97435922
33.50699923,-86.90178513
33.17782651,-86.28522132
33.5508057,-86.82856591
34.49721414,-87.28263181
33.25494203,-86.81396726
33.50902324,-86.79972854
34.68959101,-86.73533362
34.22538852,-86.16259194
34.43456704,-85.75453154
32.33315281,-86.28327041
30.91153779,-87.78760889
32.47627197,-85.02336432
30.69553681,-88.04354797
31.0173599,-87.48200753
33.49909377,-86.84247047
34.50509896,-87.71703909
33.47396596,-86.91180673
32.85653359,-86.62502458
34.75697415,-86.59696992
33.16694937,-85.3712826
33.93239652,-86.49274017
31.88275856,-85.14226151
30.76500776,-88.22880967
32.4338137,-87.0332892
33.65224816,-86.82118898
34.69652545,-86.57902774
32.43361131,-87.05736747
32.57974688,-85.4898299
33.4398801,-86.08872694
32.93069282,-85.96802799
33.24779494,-87.54838251
33.23405257,-87.54226457
34.58906075,-86.97272617
33.61543852,-85.8237001
33.43685335,-86.08959894
33.64580608,-86.68187336
33.45269745,-86.92296425
33.78576766,-85.7683802
33.93235262,-87.82632899
30.63133155,-87.9105545
32.63808167,-85.4114731
34.82422163,-87.65626733
31.20001647,-85.3692129
30.30968038,-87.68321125
34.74380302,-87.6648021
